,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
537,Obi Toppin,PF,25,IND,49,28,23.2,4.4,7.8,.571,1.3,3.2,.397,3.2,4.6,.690,.652,1.1,1.4,.768,1.2,2.9,4.0,1.6,0.5,0.5,0.8,2.0,11.2
538,Juan Toscano-Anderson,SF,30,SAC,11,0,4.8,0.3,1.1,.250,0.1,0.4,.250,0.2,0.7,.250,.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6
539,Karl-Anthony Towns,PF,28,MIN,47,47,33.2,8.2,15.6,.522,2.2,5.0,.443,6.0,10.6,.560,.593,4.2,4.8,.872,1.4,7.3,8.7,3.1,0.7,0.6,2.9,3.3,22.7
540,Gary Trent Jr.,SG,25,TOR,42,12,26.1,4.4,10.3,.432,2.5,5.8,.424,2.0,4.5,.441,.551,0.7,1.0,.651,0.2,1.9,2.1,1.5,0.8,0.1,0.7,1.3,12.0
541,Oscar Tshiebwe,PF,24,IND,6,0,5.7,1.3,2.7,.500,0.0,0.0,,1.3,2.7,.500,.500,0.8,1.0,.833,1.0,1.0,2.0,0.3,0.3,0.0,0.0,0.2,3.5
542,P.J. Tucker,PF,38,TOT,15,3,15.9,0.4,1.3,.316,0.3,1.1,.313,0.1,0.2,.333,.447,0.2,0.2,1.000,1.1,1.8,2.9,0.5,0.6,0.2,0.3,2.3,1.3
543,P.J. Tucker,PF,38,PHI,3,3,22.0,0.7,1.7,.400,0.7,1.7,.400,0.0,0.0,,.600,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0
544,P.J. Tucker,PF,38,LAC,12,0,14.4,0.3,1.2,.286,0.3,0.9,.273,0.1,0.3,.333,.393,0.3,0.3,1.000,1.3,1.2,2.4,0.7,0.5,0.1,0.2,2.2,1.2
545,Myles Turner,C,27,IND,47,47,27.3,6.1,11.8,.518,1.4,4.0,.337,4.8,7.8,.612,.576,3.3,4.3,.785,1.7,5.3,6.9,1.3,0.5,1.8,1.5,3.2,17.0
546,Hunter Tyson,PF,23,DEN,9,0,3.0,0.1,0.8,.143,0.0,0.7,.000,0.1,0.1,1.000,.143,0.0,0.0,,0.0,0.7,0.7,0.1,0.0,0.0,0.2,0.7,0.2
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Stanley Umude,SG,24,DET,15,0,10.3,1.3,2.9,.455,0.9,1.8,.519,0.4,1.1,.353,.614,1.4,1.5,.913,0.2,1.7,1.9,0.5,0.3,0.3,0.7,1.6,5.0
549,Jonas Valančiūnas,C,31,NOP,48,48,26.3,5.5,9.7,.569,0.6,1.8,.345,4.9,7.9,.620,.601,2.4,3.1,.791,2.6,7.1,9.7,2.3,0.5,1.1,1.4,3.1,14.1
550,Jarred Vanderbilt,PF,24,LAL,29,6,20.0,2.0,3.9,.518,0.3,0.9,.296,1.8,3.0,.586,.553,0.8,1.2,.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2
551,Fred VanVleet,PG,29,HOU,45,45,37.1,5.6,13.7,.408,2.9,7.8,.373,2.7,5.9,.455,.515,2.7,3.1,.858,0.4,3.4,3.8,8.4,1.1,0.9,1.6,2.2,16.8
552,Devin Vassell,SG,23,SAS,43,37,31.4,6.7,14.5,.466,2.4,6.7,.361,4.3,7.8,.557,.550,2.5,3.1,.799,0.4,3.2,3.6,3.6,1.1,0.2,1.4,1.1,18.4
553,Sasha Vezenkov,PF,28,SAC,33,0,12.7,2.2,4.8,.456,1.1,2.9,.375,1.1,1.9,.581,.570,0.2,0.3,.700,0.9,1.7,2.6,0.4,0.5,0.2,0.3,0.9,5.7
554,Gabe Vincent,PG,27,LAL,5,0,25.4,2.4,6.4,.375,0.4,3.4,.118,2.0,3.0,.667,.406,0.2,0.4,.500,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4
555,Nikola Vučević,C,33,CHI,44,42,33.8,7.3,15.4,.473,1.1,4.0,.270,6.2,11.4,.545,.508,1.3,1.5,.862,2.6,7.9,10.5,3.5,0.7,0.8,1.5,2.5,17.0
556,Dean Wade,PF,27,CLE,39,30,22.0,1.9,4.6,.416,1.6,3.9,.399,0.3,0.6,.520,.587,0.4,0.5,.789,0.8,3.6,4.4,0.8,0.9,0.3,0.5,2.0,5.7
557,Franz Wagner,SF,22,ORL,40,40,33.0,7.5,16.1,.467,1.6,5.0,.313,6.0,11.1,.535,.515,3.8,4.5,.855,1.1,4.6,5.8,4.0,1.1,0.3,2.0,2.4,20.4
558,Moritz Wagner,C,26,ORL,46,1,19.0,4.4,7.5,.583,0.5,1.7,.329,3.8,5.8,.654,.619,2.2,2.8,.786,1.6,3.1,4.6,1.3,0.5,0.3,1.1,2.2,11.5
559,Ish Wainright,SF,29,POR,7,0,6.6,0.9,2.6,.333,0.9,2.3,.375,0.0,0.3,.000,.500,0.3,0.3,1.000,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9
560,Jabari Walker,SF,21,POR,44,10,21.4,3.0,6.3,.477,0.6,2.0,.299,2.4,4.4,.557,.523,1.8,2.4,.752,1.9,4.5,6.3,0.9,0.7,0.4,1.0,2.3,8.4
561,Jarace Walker,PF,20,IND,15,0,11.0,1.9,4.3,.438,0.8,2.0,.400,1.1,2.3,.471,.531,0.4,0.5,.857,0.5,1.3,1.9,1.3,0.6,0.3,0.5,1.0,4.9
562,Lonnie Walker IV,SG,25,BRK,29,0,18.9,4.4,9.2,.474,2.2,5.0,.438,2.2,4.2,.516,.593,1.1,1.4,.762,0.2,1.9,2.2,1.6,0.8,0.3,1.1,1.2,12.1
563,Cason Wallace,SG,20,OKC,48,7,21.0,2.6,5.1,.508,1.1,2.6,.421,1.5,2.5,.602,.617,0.4,0.5,.833,0.6,1.6,2.3,1.4,0.7,0.4,0.5,1.8,6.7
564,Jordan Walsh,SF,19,BOS,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.5,2.5,0.5,0.0,0.0,0.0,0.0,0.0
565,P.J. Washington,PF,25,CHO,40,17,29.1,5.2,11.5,.453,1.9,5.6,.342,3.3,5.9,.560,.537,1.5,2.0,.747,1.2,3.9,5.1,2.2,0.8,0.8,1.5,2.6,13.8
566,TyTy Washington Jr.,PG,22,MIL,2,0,3.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.5
567,Yuta Watanabe,SF,29,PHO,27,0,13.9,1.2,3.4,.344,0.9,2.7,.315,0.3,0.7,.450,.468,0.4,0.6,.667,0.4,1.3,1.7,0.4,0.3,0.3,0.6,1.3,3.6
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Lindy Waters III,SG,26,OKC,18,0,7.2,0.9,2.2,.425,0.8,2.1,.405,0.1,0.2,.667,.613,0.0,0.0,,0.1,0.8,0.8,0.6,0.0,0.2,0.1,0.7,2.7
570,Trendon Watford,PF,23,BRK,33,0,11.8,2.2,4.2,.536,0.3,0.9,.345,1.9,3.3,.587,.572,0.7,0.9,.828,0.9,1.8,2.7,1.5,0.5,0.2,0.8,1.6,5.5
571,Peyton Watson,SF,21,DEN,47,3,17.8,2.6,5.5,.465,0.7,2.1,.316,1.9,3.4,.556,.525,1.0,1.5,.696,0.6,2.2,2.7,1.0,0.6,0.9,0.6,1.7,6.8
572,Victor Wembanyama,C,20,SAS,42,42,28.6,7.6,16.3,.465,1.5,5.0,.301,6.1,11.3,.537,.511,3.9,4.9,.809,2.2,7.9,10.1,3.1,1.1,3.2,3.4,2.3,20.6
573,Blake Wesley,SG,20,SAS,27,1,11.7,1.5,3.0,.500,0.1,0.6,.118,1.4,2.4,.600,.512,0.5,0.9,.520,0.3,0.9,1.1,2.3,0.5,0.1,0.6,1.4,3.6
574,Russell Westbrook,PG,35,LAC,46,10,23.0,4.5,9.8,.463,0.7,2.3,.286,3.9,7.5,.517,.497,1.6,2.4,.673,1.5,4.2,5.7,4.7,1.1,0.4,2.1,1.8,11.3
575,Coby White,PG,23,CHI,49,49,36.0,6.8,14.8,.461,2.8,7.1,.391,4.0,7.7,.525,.554,2.6,3.2,.815,0.5,4.1,4.7,5.1,0.7,0.3,2.1,2.3,19.0
576,Derrick White,SG,29,BOS,45,45,32.1,5.4,11.8,.456,2.6,6.7,.397,2.7,5.1,.532,.568,2.3,2.5,.895,0.7,3.3,4.0,4.8,1.0,1.2,1.6,2.2,15.7
577,Cam Whitmore,SF,19,HOU,24,1,16.5,4.1,8.5,.483,1.6,4.0,.396,2.5,4.5,.560,.576,1.4,2.1,.660,0.7,3.1,3.8,0.4,0.6,0.3,0.6,1.3,11.2
578,Aaron Wiggins,SG,25,OKC,45,0,13.5,2.3,3.8,.602,0.7,1.2,.556,1.6,2.6,.624,.690,0.5,0.6,.759,0.6,1.6,2.3,0.9,0.5,0.1,0.5,1.2,5.7
579,Andrew Wiggins,SF,28,GSW,40,29,27.2,4.8,10.8,.442,1.0,3.2,.313,3.8,7.6,.497,.488,2.0,2.8,.712,1.7,2.6,4.2,1.6,0.4,0.5,1.4,2.4,12.5
580,Lindell Wigginton,PG,25,MIL,3,0,2.7,0.7,1.7,.400,0.0,0.7,.000,0.7,1.0,.667,.400,0.7,0.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0
581,Brandon Williams,PG,24,DAL,7,0,6.1,1.1,2.3,.500,0.3,0.7,.400,0.9,1.6,.545,.563,0.7,1.3,.556,0.3,0.4,0.7,1.1,0.1,0.1,0.3,0.1,3.3
582,Grant Williams,PF,25,DAL,44,32,26.6,2.8,6.8,.415,1.7,4.6,.376,1.1,2.3,.495,.542,0.8,1.1,.729,1.0,2.5,3.5,1.8,0.5,0.6,1.0,3.0,8.2
583,Jalen Williams,PF,22,OKC,44,44,31.9,7.3,13.5,.539,1.4,3.2,.450,5.9,10.4,.566,.591,2.6,3.3,.806,0.5,3.5,4.0,4.5,1.1,0.5,1.7,2.7,18.7
584,Jaylin Williams,C,21,OKC,40,0,12.1,1.3,3.2,.402,0.7,2.0,.350,0.6,1.2,.489,.512,0.4,0.4,.824,0.5,2.6,3.1,1.3,0.4,0.4,0.4,1.5,3.6
585,Jeenathan Williams,SG,24,HOU,7,0,7.9,1.4,3.3,.435,0.1,0.4,.333,1.3,2.9,.450,.457,0.6,0.7,.800,0.7,0.1,0.9,0.4,0.3,0.0,0.1,0.7,3.6
586,Kenrich Williams,PF,29,OKC,37,1,15.1,1.8,3.9,.469,0.8,2.0,.387,1.1,1.9,.557,.569,0.1,0.3,.300,0.8,2.1,2.9,1.3,0.6,0.1,0.4,1.4,4.5
587,Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,.649,0.0,0.0,,5.2,7.9,.649,.649,2.4,3.4,.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7
588,Patrick Williams,PF,22,CHI,43,30,27.3,3.7,8.3,.443,1.4,3.4,.399,2.3,4.9,.474,.525,1.2,1.5,.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0
589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
591,Vince Williams Jr.,SG,23,MEM,37,18,25.0,2.7,6.1,.441,1.5,4.0,.383,1.2,2.1,.551,.566,1.7,2.1,.810,1.3,4.2,5.5,2.2,0.8,0.6,1.1,2.4,8.7
592,Ziaire Williams,SF,22,MEM,44,9,18.8,2.7,7.0,.390,1.1,3.5,.314,1.6,3.5,.467,.469,1.1,1.3,.831,0.7,2.7,3.4,1.5,0.6,0.2,1.3,1.7,7.7
593,Zion Williamson,PF,23,NOP,38,38,30.3,8.7,14.8,.590,0.1,0.3,.364,8.6,14.5,.594,.593,4.4,6.6,.667,1.7,3.8,5.5,4.7,1.0,0.4,2.6,2.4,22.0
594,Jalen Wilson,PF,23,BRK,11,0,9.5,1.5,2.9,.500,0.2,0.7,.250,1.3,2.2,.583,.531,1.4,1.4,1.000,1.4,0.8,2.2,0.8,0.3,0.1,0.3,0.8,4.5
595,Dylan Windler,SF,27,TOT,6,0,2.7,0.7,1.2,.571,0.7,1.0,.667,0.0,0.2,.000,.857,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.3,2.0
596,Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0
597,Dylan Windler,SF,27,LAL,3,0,3.0,1.0,1.7,.600,1.0,1.3,.750,0.0,0.3,.000,.900,0.0,0.0,,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.3,3.0
598,James Wiseman,C,22,DET,29,0,14.6,2.7,3.9,.675,0.0,0.1,.000,2.7,3.9,.688,.675,0.7,1.2,.618,1.4,2.7,4.1,0.6,0.1,0.7,0.9,2.0,6.0
599,Christian Wood,PF,28,LAL,44,1,18.2,2.5,5.4,.460,0.7,2.3,.311,1.8,3.1,.574,.527,1.3,2.0,.686,0.8,4.5,5.3,1.1,0.3,0.7,1.1,1.5,7.1
600,Delon Wright,PG,31,WAS,26,0,15.6,1.6,4.2,.385,0.5,1.3,.364,1.2,2.9,.395,.440,0.8,1.0,.815,0.4,1.6,2.0,2.8,1.2,0.2,0.4,0.8,4.5
601,Thaddeus Young,PF,35,TOR,19,6,14.6,2.3,3.9,.587,0.1,0.3,.200,2.3,3.7,.614,.593,0.2,0.5,.444,1.2,1.7,2.9,2.3,0.8,0.1,0.4,1.7,4.9
602,Trae Young,PG,25,ATL,42,42,36.3,8.4,19.7,.423,3.3,8.9,.368,5.1,10.9,.468,.506,7.0,8.2,.863,0.5,2.4,2.9,10.9,1.4,0.2,4.3,2.0,27.0
603,Omer Yurtseven,C,25,UTA,27,6,9.8,1.4,3.0,.488,0.1,0.6,.200,1.3,2.4,.554,.506,0.2,0.4,.545,1.3,2.5,3.9,0.5,0.1,0.4,0.9,1.3,3.2
604,Cody Zeller,C,31,NOP,33,0,8.3,0.6,1.5,.392,0.0,0.1,.333,0.6,1.5,.396,.402,0.6,1.1,.600,1.1,1.6,2.7,1.0,0.2,0.1,0.3,1.2,1.9
605,Ivica Zubac,C,26,LAC,38,38,27.1,5.3,8.1,.655,0.0,0.0,,5.3,8.1,.655,.655,1.8,2.8,.648,3.3,6.5,9.7,1.3,0.2,1.4,1.1,2.9,12.4
